,mediaTech.OPEN,mediaTech.HIGH,mediaTech.LOW,mediaTech.CLOSE,mediaTech.CHANGE,mediaTech.Returns,mediaTech.TRANSACTION,mediaTech.VOL
2009/10/12,507,508,495,502,-2,-0.004,1654620,3306
2009/10/13,498.5,508,495,502,0,0,2281562,4539
2009/10/14,506,510,503,508,6,0.012,2884920,5687
2009/10/15,514,514,508,512,4,0.0079,3023293,5913
2009/10/16,513,528,511,527,15,0.0293,4951379,9474
2009/10/19,530,530,516,518,-9,-0.0171,2609201,5022
2009/10/20,520,524,519,520,2,0.0039,1987827,3815
2009/10/21,518,518,503,516,-4,-0.0077,6916063,13526
2009/10/22,500,507,493,493.5,-22.5,-0.0436,6179389,12429
2009/10/23,490,492,475.5,475.5,-18,-0.0365,7383764,15291
2009/10/26,476,483,462,467,-8.5,-0.0179,4879178,10316
2009/10/27,467,475,467,470.5,3.5,0.0075,4675004,9924
2009/10/28,470,480,467.5,470,-0.5,-0.0011,4152090,8781
2009/10/29,465,473,462,471.5,1.5,0.0032,4747581,10163
2009/10/30,474.5,476.5,465,465,-6.5,-0.0138,3339817,7073
2009/11/2,465,488,465,486.5,21.5,0.0462,5179366,10798
2009/11/3,487,491,485,485,-1.5,-0.0031,3671025,7520
2009/11/4,490,492,487.5,489.5,4.5,0.0093,1671944,3417
2009/11/5,489.5,489.5,476.5,480,-9.5,-0.0194,2441752,5063
2009/11/6,481,484.5,476,477.5,-2.5,-0.0052,1837254,3826
2009/11/9,484,485,479.5,485,7.5,0.0157,1264375,2619
2009/11/10,492,503,490,503,18,0.0371,5034310,10129
2009/11/11,505,518,500,515,12,0.0239,4644428,9102
2009/11/12,515,515,507,509,-6,-0.0117,3364702,6602
2009/11/13,505,513,503,508,-1,-0.002,2597513,5117
2009/11/16,512,520,509,520,12,0.0236,3157484,6119
2009/11/17,522,525,505,505,-15,-0.0288,3381959,6599
2009/11/18,506,514,506,509,4,0.0079,2181756,4279
2009/11/19,509,526,509,520,11,0.0216,4887437,9387
2009/11/20,519,544,511,529,9,0.0173,9159494,17332
2009/11/23,529,532,521,525,-4,-0.0076,4493378,8552
2009/11/24,527,528,513,515,-10,-0.019,3950696,7626
2009/11/25,510,520,509,511,-4,-0.0078,3113721,6066
2009/11/26,512,521,512,517,6,0.0117,2138055,4127
2009/11/27,507,513,504,504,-13,-0.0251,3038032,5979
2009/11/30,510,513,507,507,3,0.006,1754867,3438
2009/12/1,505,512,502,510,3,0.0059,1977108,3897
2009/12/2,515,520,509,510,0,0,3269905,6364
2009/12/3,511,515,505,506,-4,-0.0078,1766796,3476
2009/12/4,515,515,503,503,-3,-0.0059,2362943,4656
2009/12/7,511,530,510,529,26,0.0517,5527377,10567
2009/12/8,528,532,522,531,2,0.0038,3490231,6611
2009/12/9,525,531,525,528,-3,-0.0056,2586871,4898
2009/12/10,528,532,512,518,-10,-0.0189,3113319,5964
2009/12/11,522,522,513,520,2,0.0039,2052625,3972
2009/12/14,520,526,519,525,5,0.0096,1445528,2764
2009/12/15,530,534,523,523,-2,-0.0038,2136474,4044
2009/12/16,526,528,521,525,2,0.0038,1760054,3356
2009/12/17,528,531,524,528,3,0.0057,2594228,4921
2009/12/18,528,530,524,529,1,0.0019,2090186,3960
2009/12/21,532,532,524,528,-1,-0.0019,2336727,4422
2009/12/22,530,540,529,536,8,0.0152,3399930,6348
2009/12/23,536,541,533,540,4,0.0075,1881244,3495
2009/12/24,544,547,538,545,5,0.0093,2133835,3921
2009/12/25,549,549,543,545,0,0,1101328,2019
2009/12/28,543,546,541,545,0,0,1353259,2489
2009/12/29,543,545,540,542,-3,-0.0055,1207023,2229
2009/12/30,542,556,541,555,13,0.024,4077379,7410
2009/12/31,555,558,553,558,3,0.0054,1669064,3005
2010/1/4,558,567,557,567,9,0.0161,2604601,4637
2010/1/5,570,574,560,568,1,0.0018,3328993,5864
2010/1/6,568,575,562,575,7,0.0123,3065114,5398
2010/1/7,575,575,560,561,-14,-0.0243,2697322,4751
2010/1/8,560,560,545,550,-11,-0.0196,4145994,7543
2010/1/11,550,559,546,558,8,0.0145,1806951,3249
2010/1/12,557,559,555,558,0,0,1519486,2728
2010/1/13,555,555,543,547,-11,-0.0197,3177382,5784
2010/1/14,550,578,548,573,26,0.0475,4084297,7259
2010/1/15,576,590,573,584,11,0.0192,5776002,9983
2010/1/18,582,590,579,586,2,0.0034,1810714,3093
2010/1/19,588,588,569,570,-16,-0.0273,2041091,3547
2010/1/20,575,581,572,576,6,0.0105,2337562,4053
2010/1/21,564,565,548,550,-26,-0.0451,3953980,7108
2010/1/22,532,538,513,523,-27,-0.0491,6294653,11948
2010/1/25,518,530,518,526,3,0.0057,2069642,3946
2010/1/26,526,528,510,516,-10,-0.019,3158206,6112
2010/1/27,524,533,519,522,6,0.0116,2793465,5317
2010/1/28,527,529,518,523,1,0.0019,2586508,4938
2010/1/29,511,520,500,520,-3,-0.0057,4077782,8011
2010/2/1,525,525,505,505,-15,-0.0288,1997448,3910
2010/2/2,515,515,495,498,-7,-0.0139,3639021,7226
2010/2/3,506,511,500,509,11,0.0221,2801024,5528
2010/2/4,510,515,507,515,6,0.0118,1740106,3398
2010/2/5,505,511,500,511,-4,-0.0078,3252746,6429
2010/2/6,515,517,508,512,1,0.002,1230756,2399
2010/2/8,513,513,505,506,-6,-0.0117,1433989,2820
2010/2/9,506,522,506,512,6,0.0119,2492699,4845
2010/2/10,525,525,515,518,6,0.0117,1711851,3294
2010/2/22,530,535,528,529,11,0.0212,3182219,5983
2010/2/23,531,534,523,534,5,0.0095,2124521,4025
2010/2/24,530,531,525,528,-6,-0.0112,1739016,3293
2010/2/25,523,523,504,507,-21,-0.0398,4770038,9321
2010/2/26,507,507,496,505,-2,-0.0039,5470866,10932
2010/3/1,505,524,498,518,13,0.0257,3981862,7787
2010/3/2,523,523,515,516,-2,-0.0039,2057344,3976
2010/3/3,522,525,517,525,9,0.0174,2340682,4493
2010/3/4,526,526,514,514,-11,-0.021,1500910,2893
2010/3/5,517,521,508,509,-5,-0.0097,3057349,5958
2010/3/8,516,528,515,528,19,0.0373,4127719,7915
2010/3/9,528,535,525,532,4,0.0076,2262104,4264
2010/3/10,535,538,532,538,6,0.0113,2412433,4509
2010/3/11,543,546,537,546,8,0.0149,2847837,5245
2010/3/12,546,546,536,538,-8,-0.0147,2038717,3783
2010/3/15,536,539,528,530,-8,-0.0149,2236638,4206
2010/3/16,535,536,531,532,2,0.0038,1750466,3287
2010/3/17,538,548,537,547,15,0.0282,3025188,5552
2010/3/18,546,547,540,541,-6,-0.011,3136750,5765
2010/3/19,544,546,538,539,-2,-0.0037,2231913,4126
2010/3/22,538,539,528,530,-9,-0.0167,1610336,3027
2010/3/23,532,535,516,519,-11,-0.0208,4684745,8941
2010/3/24,523,525,520,520,1,0.0019,1971503,3776
2010/3/25,523,538,520,535,15,0.0288,3002148,5665
2010/3/26,533,560,533,560,25,0.0467,6653210,12133
2010/3/29,560,562,552,558,-2,-0.0036,3253013,5838
2010/3/30,556,556,547,550,-8,-0.0143,2151787,3901
2010/3/31,550,558,548,551,1,0.0018,3208258,5792
2010/4/1,555,567,555,566,15,0.0272,4330537,7693
2010/4/2,570,570,558,560,-6,-0.0106,1412873,2504
2010/4/6,569,575,565,570,10,0.0179,2294482,4023
2010/4/7,569,575,565,567,-3,-0.0053,1907962,3357
2010/4/8,557,564,548,550,-17,-0.03,2735822,4935
2010/4/9,552,557,547,557,7,0.0127,1678064,3046
2010/4/12,561,562,546,550,-7,-0.0126,1705793,3088
2010/4/13,550,550,540,544,-6,-0.0109,2044853,3765
2010/4/14,550,555,546,551,7,0.0129,1684106,3064
2010/4/15,559,559,551,554,3,0.0054,1614301,2912
2010/4/16,553,553,545,546,-8,-0.0144,1012839,1848
2010/4/19,540,545,530,531,-15,-0.0275,2459739,4583
2010/4/20,535,537,525,525,-6,-0.0113,4498304,8466
2010/4/21,531,550,529,550,25,0.0476,4182862,7722
2010/4/22,549,563,547,560,10,0.0182,5217898,9371
2010/4/23,565,571,558,563,3,0.0054,3312462,5867
2010/4/26,570,579,570,579,16,0.0284,3782718,6560
2010/4/27,579,579,573,576,-3,-0.0052,4492327,7805
2010/4/28,563,570,563,569,-7,-0.0122,1791475,3157
2010/4/29,563,568,549,550,-19,-0.0334,3982577,7189
2010/4/30,545,546,530,534,-16,-0.0291,6434689,11981
2010/5/3,534,545,534,538,4,0.0075,2888514,5374
2010/5/4,541,543,531,540,2,0.0037,1953101,3630
2010/5/5,530,538,522,535,-5,-0.0093,3680840,6935
2010/5/6,533,534,520,524,-11,-0.0206,2566907,4871
2010/5/7,510,533,510,529,5,0.0095,3050135,5822
2010/5/10,532,533,526,533,4,0.0076,1627139,3070
2010/5/11,536,538,524,524,-9,-0.0169,1831625,3440
2010/5/12,526,530,522,522,-2,-0.0038,1136900,2162
2010/5/13,526,533,519,527,5,0.0096,2247635,4269
2010/5/14,526,534,524,525,-2,-0.0038,1568890,2967
2010/5/17,522,528,518,520,-5,-0.0095,1571811,3013
2010/5/18,518,522,516,516,-4,-0.0077,1746913,3371
2010/5/19,513,517,502,515,-1,-0.0019,3137265,6157
2010/5/20,512,517,503,503,-12,-0.0233,2152420,4223
2010/5/21,493,501,492,493,-10,-0.0199,4163372,8406
2010/5/24,496,501,496,499,6,0.0122,1790476,3585
2010/5/25,495,497.5,483,491.5,-7.5,-0.015,2447356,4989
2010/5/26,495,506,492,505,13.5,0.0275,2389834,4777
2010/5/27,501,512,500,511,6,0.0119,2001818,3947
2010/5/28,516,521,514,514,3,0.0059,2224642,4298
2010/5/31,519,523,512,523,9,0.0175,1289197,2486
2010/6/1,519,521,514,516,-7,-0.0134,1206317,2331
2010/6/2,510,519,510,516,0,0,1718626,3340
2010/6/3,528,535,528,535,19,0.0368,2989403,5618
2010/6/4,533,536,525,527,-8,-0.015,1963427,3702
2010/6/7,513,523,500,520,-7,-0.0133,2559600,5008
2010/6/8,518,518,511,515,-5,-0.0096,1113195,2164
2010/6/9,513,520,512,516,1,0.0019,2297566,4444
2010/6/10,515,515,507,515,-1,-0.0019,1506257,2937
2010/6/11,520,528,518,521,6,0.0117,3155505,6042
2010/6/14,522,525,510,517,-4,-0.0077,3104591,6033
2010/6/15,511,518,508,516,-1,-0.0019,5659572,11047
2010/6/17,511,514,501,501,-15,-0.0291,5778395,11392
2010/6/18,500,505,495,496,-5,-0.01,5884125,11790
2010/6/21,500,509,500,507,11,0.0222,3574776,7076
2010/6/22,503,507,498.5,507,0,0,2223764,4422
2010/6/23,500,507,500,506,-1,-0.002,2095198,4166
2010/6/24,501,505,498.5,499,-7,-0.0138,2624376,5245
2010/6/25,490,492,481.5,482,-17,-0.0341,4630182,9539
2010/6/28,481,482,461.5,465,-17,-0.0353,5546411,11789
2010/6/29,465,470,462,462,-3,-0.0065,6121154,13145
2010/6/30,453,464,452.5,452.5,-9.5,-0.0206,4635142,10152
2010/7/1,452.5,454,432,432,-20.5,-0.0453,6733388,15249
2010/7/2,433,437,424,425.5,-6.5,-0.015,7349238,17104
2010/7/5,429,441,429,440,14.5,0.0341,3054927,7001
2010/7/6,438,454.5,436,453,13,0.0295,4637207,10361
2010/7/7,456,460,447.5,448,-5,-0.011,4224159,9334
2010/7/8,457,463,453,454,6,0.0134,3799557,8307
2010/7/9,454,473,453,471.5,17.5,0.0385,4916824,10546
2010/7/12,474,477,465,468,-3.5,-0.0074,3890857,8271
2010/7/13,475,475,459,462.5,-5.5,-0.0118,3528117,7566
2010/7/14,469,480,469,475,12.5,0.027,3936931,8295
2010/7/15,470,473,462,463,-12,-0.0253,3793814,8125
2010/7/16,467,469.5,464,469,6,0.013,3982282,8519
2010/7/19,465,469,461,464,-5,-0.0107,2427703,5225
2010/7/20,470,471,467.5,468,4,0.0086,2444410,5208
2010/7/21,472,473,459,462,-6,-0.0128,2780970,5976
2010/7/22,462,466,452,453,-9,-0.0195,2858383,6229
2010/7/23,460,472,458,470,17,0.0375,2777622,5980
2010/7/26,475,480.5,473,480,10,0.0213,3446790,7207
2010/7/27,482.5,488,473,483,3,0.0063,7417453,15382
2010/7/28,460,465,442,442,-41,-0.0849,9285256,20538
2010/7/29,426,434,425,427,-15,-0.0339,5943979,13875
2010/7/30,430,437,429,433.5,6.5,0.0152,3523335,8144
2010/8/2,420,432,413,430.5,-3,-0.0069,7731117,18338
2010/8/3,435,447.5,435,438,7.5,0.0174,6343231,14357
2010/8/4,445,445,435.5,438.5,0.5,0.0011,4207858,9584
2010/8/5,442,444,437.5,438,-0.5,-0.0011,3039946,6904
2010/8/6,440,447,439,444.5,6.5,0.0148,3913213,8815
2010/8/9,446,467,446,463,18.5,0.0416,5371050,11715
2010/8/10,464,464,452,453,-10,-0.0216,4254588,9323
2010/8/11,453,461.5,452,455,2,0.0044,3925293,8583
2010/8/12,460,460,452.5,459,4,0.0088,2805865,6139
2010/8/13,459,464,457.5,460,1,0.0022,3286813,7128
2010/8/16,459,463.5,454,460,0,0,2272152,4961
2010/8/17,461.5,465,456,456,-4,-0.0087,2497838,5428
2010/8/18,460,463,455,457,1,0.0022,4497679,9810
2010/8/19,457,461.5,456,458,1,0.0022,2557592,5570
2010/8/20,457,461.5,453,453,-5,-0.0109,1927751,4224
2010/8/23,450,455,446,448,-5,-0.011,2608105,5790
2010/8/24,453,456,447,447,-1,-0.0022,1997262,4430
2010/8/25,446,446,431,431,-16,-0.0358,4559374,10437
2010/8/26,433,443.5,433,438,7,0.0162,2115114,4825
2010/8/27,441,444,433,436.5,-1.5,-0.0034,2160976,4940
2010/8/30,435,436.5,428,435.5,-1,-0.0023,2973440,6882
2010/8/31,430.5,441.5,428,436.5,1,0.0023,2699683,6214
2010/9/1,436.5,440.5,433,437.5,1,0.0023,3151805,7202
2010/9/2,445,445.5,441.5,445,7.5,0.0171,2623924,5906
2010/9/3,452,476,452,475,30,0.0674,9694807,20591
2010/9/6,480.5,484,475,477,2,0.0042,4897054,10208
2010/9/7,480.5,483,472,472,-5,-0.0105,3587065,7498
2010/9/8,473,479.5,467,467,-5,-0.0106,3187974,6758
2010/9/9,470,474.5,461.5,461.5,-5.5,-0.0118,3260046,6984
2010/9/10,466,476,460,475,13.5,0.0293,3869266,8255
2010/9/13,479.5,483,472,480,5,0.0105,4384171,9156
2010/9/14,484.5,498.5,484.5,485,5,0.0104,7341243,14947
2010/9/15,492,494,476.5,478,-7,-0.0144,6634069,13712
2010/9/16,478,479.5,470.5,475,-3,-0.0063,3893533,8188
2010/9/17,480,488.5,475,478.5,3.5,0.0074,5846815,12131
2010/9/20,476,477.5,473,473.5,-5,-0.0104,2883122,6068
2010/9/21,475.5,483,472,472,-1.5,-0.0032,4129364,8682
2010/9/23,472,472,464,465,-7,-0.0148,5124370,10978
2010/9/24,460,463.5,445,446,-19,-0.0409,7863728,17365
2010/9/27,450,455,446.5,452,6,0.0135,3800962,8432
2010/9/28,454,463,454,454.5,2.5,0.0055,3819592,8343
2010/9/29,458,458.5,448,449,-5.5,-0.0121,4255494,9430
2010/9/30,451,452,438,439,-10,-0.0223,4608119,10386
2010/10/1,437,449,430.5,449,10,0.0228,5981472,13577
2010/10/4,449,449,423,428,-21,-0.0468,6214366,14274
2010/10/5,423,425,412,415.5,-12.5,-0.0292,6549409,15658
2010/10/6,424,424,412.5,412.5,-3,-0.0072,4945219,11858
2010/10/7,412.5,419,412,414.5,2,0.0048,4047353,9756
2010/10/8,414.5,416,401.5,410,-4.5,-0.0109,7956982,19542
2010/10/11,410,414.5,408.5,410,0,0,2663138,6473
2010/10/12,410,413,401,401,-9,-0.022,4050300,10008
2010/10/13,401,407,401,405,4,0.01,3718080,9211
2010/10/14,409,412,404,404,-1,-0.0025,3823730,9368
2010/10/15,401,403,390,390,-14,-0.0347,5272925,13375
2010/10/18,390,392.5,376,376,-14,-0.0359,5224026,13683
2010/10/19,376,388,372,380.5,4.5,0.012,4203866,11007
2010/10/20,380,394,378.5,392.5,12,0.0315,4559846,11725
2010/10/21,394,395,386,387,-5.5,-0.014,3675094,9436
2010/10/22,392.5,392.5,382.5,387,0,0,2771465,7147
2010/10/25,390,396.5,389,395,8,0.0207,2589838,6583
2010/10/26,396,396.5,390,393,-2,-0.0051,1680229,4278
2010/10/27,391,392,382.5,383,-10,-0.0254,3159225,8173
2010/10/28,385,392,385,391,8,0.0209,3364233,8636
2010/10/29,389.5,391,384.5,385,-6,-0.0153,3023729,7817
2010/11/1,380,399,380,393.5,8.5,0.0221,5681196,14518
2010/11/2,388,391,380,387.5,-6,-0.0152,5849656,15189
2010/11/3,390,397,385,393,5.5,0.0142,5365303,13681
2010/11/4,397,408,396,402,9,0.0229,5118550,12690
2010/11/5,408,408,396,396,-6,-0.0149,5946622,14875
2010/11/8,391,393,385,385,-11,-0.0278,4100102,10593
2010/11/9,385,391,382,382.5,-2.5,-0.0065,2415211,6257
2010/11/10,384.5,385,380.5,381,-1.5,-0.0039,2521353,6594
2010/11/11,381,387,381,382,1,0.0026,2475437,6450
2010/11/12,381,381.5,376.5,378,-4,-0.0105,2484396,6552
2010/11/15,378,384,378,380,2,0.0053,1775268,4657
2010/11/16,382,393,382,385,5,0.0132,3417110,8804
2010/11/17,383,387,381,383,-2,-0.0052,2132940,5559
2010/11/18,385,387,380,380.5,-2.5,-0.0065,2813402,7465
2010/11/19,382,388,381,382.5,2,0.0053,3217243,8366
2010/11/22,384,396,381.5,396,13.5,0.0353,4572522,11765
2010/11/23,398,410,398,399,3,0.0076,9779383,24230
2010/11/24,399,405,399,400,1,0.0025,4845372,12049
2010/11/25,403,404,395,397,-3,-0.0075,3872648,9713
2010/11/26,402,406,398,398,1,0.0025,4090295,10176
2010/11/29,401,403.5,395,395,-3,-0.0075,3068601,7728
2010/11/30,396,401.5,390.5,390.5,-4.5,-0.0114,3877468,9801
2010/12/1,391.5,395.5,390,391.5,1,0.0026,2487050,6347
2010/12/2,395,402,394,395,3.5,0.0089,4127516,10379
2010/12/3,402,422.5,402,422.5,27.5,0.0696,13503348,32648
2010/12/6,430,433.5,423,423.5,1,0.0024,8993586,21020
2010/12/7,419,422,415,419.5,-4,-0.0094,4007407,9579
2010/12/8,420,432.5,420,424,4.5,0.0107,5541688,12966
2010/12/9,430,431.5,425.5,426,2,0.0047,4034131,9425
2010/12/10,426,429,416,418,-8,-0.0188,4025099,9570
2010/12/13,421,429.5,418.5,428,10,0.0239,3528069,8286
2010/12/14,431,436.5,427,431,3,0.007,5944819,13759
2010/12/15,433,434.5,423,427,-4,-0.0093,3367597,7888
2010/12/16,428,428,421,421.5,-5.5,-0.0129,2533637,5984
2010/12/17,426,436,424.5,432,10.5,0.0249,4937300,11475
2010/12/20,437,437,428,430,-2,-0.0046,2721629,6308
2010/12/21,435,435,430.5,434,4,0.0093,1976537,4562
2010/12/22,434,436,428,428.5,-5.5,-0.0127,3835665,8917
2010/12/23,430,433,426,431.5,3,0.007,2201504,5122
2010/12/24,433.5,435,423.5,423.5,-8,-0.0185,2865638,6707
2010/12/27,423,424,412,413,-10.5,-0.0248,3510260,8432
2010/12/28,413.5,418.5,411,414,1,0.0024,2532717,6104
2010/12/29,415,417.5,410,410,-4,-0.0097,2604620,6311
2010/12/30,412,414,407,407.5,-2.5,-0.0061,2319510,5668
2010/12/31,410,421.5,409,417.5,10,0.0245,2775192,6674
2011/1/3,421.5,422.5,414,415,-2.5,-0.006,1986414,4764
2011/1/4,421,423.5,418,418,3,0.0072,2897280,6887
2011/1/5,421.5,424,418,420,2,0.0048,3864159,9170
2011/1/6,421,421.5,407.5,411,-9,-0.0214,3279385,7965
2011/1/7,409,409,385,390,-21,-0.0511,8397624,21252
2011/1/10,385,385.5,378,385,-5,-0.0128,2628486,6863
2011/1/11,390,401,389,398,13,0.0338,3415311,8616
2011/1/12,408,416,406,415,17,0.0427,5051022,12243
2011/1/13,415,417.5,410.5,411,-4,-0.0096,3502447,8590
2011/1/14,411,411.5,403.5,405.5,-5.5,-0.0134,2266821,5575
2011/1/17,405,405,397.5,397.5,-8,-0.0197,2714280,6784
2011/1/18,395.5,405,395,400,2.5,0.0063,1682541,4194
2011/1/19,404.5,406,398.5,401.5,1.5,0.0038,1902991,4738
2011/1/20,398,403.5,397.5,398,-3.5,-0.0087,1663886,4242
2011/1/21,391,397,390,395.5,-2.5,-0.0063,1437185,3647
2011/1/24,396,402.5,394,394,-1.5,-0.0038,1298369,3269
2011/1/25,400,402,396,396,2,0.0051,1409583,3533
2011/1/26,400,402.5,398,401,5,0.0126,1188128,2968
2011/1/27,403,411.5,402,406,5,0.0125,3092550,7580
2011/1/28,404,404,396,396,-10,-0.0246,3943188,9906
2011/2/8,380,380,368.5,368.5,-27.5,-0.0694,7574309,20472
2011/2/9,361,361.5,345,345.5,-23,-0.0624,8275571,23429
2011/2/10,346,357,346,353.5,8,0.0232,4225276,11971
2011/2/11,354,354,340,345,-8.5,-0.024,3813695,10996
2011/2/14,350,352.5,348,348,3,0.0087,2101482,6010
2011/2/15,350,356.5,346.5,351.5,3.5,0.0101,2366519,6713
2011/2/16,351.5,353.5,347.5,348,-3.5,-0.01,1750055,5014
2011/2/17,350,351,339,339,-9,-0.0259,2598267,7585
2011/2/18,342,345,341,343,4,0.0118,1563151,4559
2011/2/21,344,345,339,339,-4,-0.0117,1685950,4951
2011/2/22,333,334.5,325.5,331.5,-7.5,-0.0221,2835035,8588
2011/2/23,331.5,342,331.5,334,2.5,0.0075,2950366,8758
2011/2/24,336,341.5,334,334,0,0,1639614,4864
2011/2/25,337,339.5,328,334,0,0,3030640,9076
2011/3/1,334,339,328,328,-6,-0.018,2729019,8183
2011/3/2,332,350,332,345.5,17.5,0.0534,4843386,14090
2011/3/3,344,344,337,340.5,-5,-0.0145,3012400,8847
2011/3/4,344,344,335,335.5,-5,-0.0147,1929653,5695
2011/3/7,331,334,328.5,332,-3.5,-0.0104,1723917,5205
2011/3/8,332,344,332,341,9,0.0271,2160500,6350
2011/3/9,348,349.5,343,343,2,0.0059,2410872,6965
2011/3/10,344.5,348,341,348,5,0.0146,2150924,6240
2011/3/11,346,347,342,345,-3,-0.0086,1654525,4799
2011/3/14,341,341,332,336,-9,-0.0261,1758879,5222
2011/3/15,336,341,312.5,318.5,-17.5,-0.0521,3753119,11609
2011/3/16,326,328.5,321,328.5,10,0.0314,1996624,6134
2011/3/17,329,350,325,344,15.5,0.0472,4810310,14072
2011/3/18,350,350,341,346.5,2.5,0.0073,2892297,8368
2011/3/21,346.5,346.5,341,341,-5.5,-0.0159,1272723,3706
2011/3/22,344,355,344,348,7,0.0205,2649393,7562
2011/3/23,350,352,347,348,0,0,1831355,5242
2011/3/24,350,351.5,342.5,342.5,-5.5,-0.0158,1871159,5420
2011/3/25,346,348,343,343,0.5,0.0015,1410779,4089
2011/3/28,341,345,340.5,340.5,-2.5,-0.0073,855168,2500
2011/3/29,340.5,347,340.5,341,0.5,0.0015,1606335,4678
2011/3/30,341,342.5,335.5,335.5,-5.5,-0.0161,1815222,5382
2011/3/31,335.5,338,332,338,2.5,0.0075,1748669,5211
2011/4/1,339.5,343,337,343,5,0.0148,1324267,3894
2011/4/6,347,353,345,349.5,6.5,0.019,5007182,14311
2011/4/7,352,352,346.5,351,1.5,0.0043,2015902,5767
2011/4/8,351,352,347.5,350,-1,-0.0028,1555027,4442
2011/4/11,350,354,346,354,4,0.0114,1542025,4397
2011/4/12,351,352,346,346,-8,-0.0226,1113286,3197
2011/4/13,345,348,341.5,347.5,1.5,0.0043,1011552,2931
2011/4/14,346,346,337,339,-8.5,-0.0245,2377996,6988
2011/4/15,337,342.5,336,336,-3,-0.0088,1434656,4238
2011/4/18,336,337.5,319.5,320,-16,-0.0476,3018668,9230
2011/4/19,315,316,308,309,-11,-0.0344,3393539,10937
2011/4/20,310,312,303.5,308,-1,-0.0032,2799668,9091
2011/4/21,314,316.5,311,314.5,6.5,0.0211,1697617,5403
2011/4/22,313,316,311,311,-3.5,-0.0111,1101129,3520
2011/4/25,312,314,305.5,305.5,-5.5,-0.0177,944604,3051
2011/4/26,303.5,313.5,301,313,7.5,0.0245,1697301,5488
2011/4/27,318,329,318,320.5,7.5,0.024,3592165,11087
2011/4/28,321,323.5,314,314.5,-6,-0.0187,1936413,6097
2011/4/29,314,321,311,316.5,2,0.0064,1879101,5942
2011/5/3,322.5,338.5,321,337.5,21,0.0664,5524776,16697
2011/5/4,343,347,340,344,6.5,0.0193,4123453,11975
2011/5/5,347,348.5,340.5,347.5,3.5,0.0102,4425208,12781
2011/5/6,347.5,347.5,341.5,347.5,0,0,2511360,7285
2011/5/9,348.5,362.5,348,360,12.5,0.036,6009594,16802
2011/5/10,358,358,352.5,352.5,-7.5,-0.0208,2344086,6612
2011/5/11,354,358.5,350,350,-2.5,-0.0071,2269886,6421
2011/5/12,348,354,347.5,352.5,2.5,0.0071,1858372,5292
2011/5/13,352,362,349,352.5,0,0,3060491,8615
2011/5/16,355,357,345.5,345.5,-7,-0.0199,1907545,5443
2011/5/17,342,344.5,334.5,334.5,-11,-0.0318,4047472,11974
2011/5/18,336,340,336,340,5.5,0.0164,1389159,4107
2011/5/19,340,342,328.5,330,-10,-0.0294,2226216,6644
2011/5/20,329,330,318,318,-12,-0.0364,2804656,8679
2011/5/23,312.5,314.5,310,310,-8,-0.0252,2944281,9455
2011/5/24,314,323,314,314,4,0.0129,2414032,7612
2011/5/25,313,317.5,310,310,-4,-0.0127,1571617,5024
2011/5/26,314,314.5,305.5,307.5,-2.5,-0.0081,2275979,7357
2011/5/27,307.5,313.5,307.5,309.5,2,0.0065,2651745,8553
2011/5/30,314.5,319,312,317,7.5,0.0242,1950695,6179
2011/5/31,320,322,318,320,3,0.0095,2355225,7353
2011/6/1,322,331,322,330,10,0.0313,2845738,8691
2011/6/2,327,329,320,320.5,-9.5,-0.0288,2304822,7109
2011/6/3,322.5,324,319,319.5,-1,-0.0031,1125882,3500
2011/6/7,315.5,319,310,313.5,-6,-0.0188,2249720,7198
2011/6/8,314.5,318,312,316,2.5,0.008,2128847,6745
2011/6/9,314,316.5,310,312.5,-3.5,-0.0111,1529974,4886
2011/6/10,313,313,306,306,-6.5,-0.0208,3157927,10261
2011/6/13,304,305.5,301.5,302,-4,-0.0131,2317118,7658
2011/6/14,303,305,302.5,304,2,0.0066,1625286,5352
2011/6/15,306,311,303.5,304,0,0,2764185,9007
2011/6/16,301,301,297.5,297.5,-6.5,-0.0214,2664186,8913
2011/6/17,300,302,298,301.5,4,0.0134,2038421,6791
2011/6/20,305,305,295,295,-6.5,-0.0216,1580496,5287
2011/6/21,301.5,312,300,312,17,0.0576,4160597,13515
2011/6/22,319,322,315,321,9,0.0288,4112656,12902
2011/6/23,320,320.5,315.5,318,-3,-0.0093,2585123,8125
2011/6/24,319,319,311,311,-7,-0.022,2900305,9257
2011/6/27,305,311.5,304,311,0,0,1992136,6469
2011/6/28,312,314,309,309,-2,-0.0064,1350243,4342
2011/6/29,312,318,311.5,317,8,0.0259,2676924,8473
2011/6/30,317.5,319,311,312,-5,-0.0158,2080085,6602
2011/7/1,315,316.5,313,313.5,1.5,0.0048,1601888,5092
2011/7/4,315,316,307,314,0.5,0.0016,2129698,6839
2011/7/5,311,313.5,309,309,-5,-0.0159,1384585,4457
2011/7/6,309,311.5,308.5,309,0,0,2002975,6476
2011/7/7,310,310.5,304.5,304.5,-4.5,-0.0146,4119569,13463
2011/7/8,291,294.5,287.5,288.5,-16,-0.0525,4460531,15336
2011/7/11,288.5,288.5,275,275,-13.5,-0.0468,2816471,10118
2011/7/12,267,268.5,261,262,-13,-0.0473,4559155,17073
2011/7/13,263,266,244,247,-15,-0.0573,6187027,24439
2011/7/14,258,259,253.5,258,11,0.0445,4262010,16600
