"aid","case.closed","date.funded","date.published","donation","donor","journalist","n.image","n.word","title","url.article","url.detail"
"A2919","已結案","2012/12/14","2012/11/11",507074,761,"蜘蛛人",1,993,"單親媽失明 憂過動幼子","http://www.appledaily.com.tw/appledaily/article/headline/20121111/34633515","http://search.appledaily.com.tw/charity/projdetail/proj/A2919"
"A2920","已結案","2012/12/14","2012/11/12",530616,786,"暴風女",2,895,"子喪夫跛 嬤種椒養2孫","http://www.appledaily.com.tw/appledaily/article/headline/20121112/34634916","http://search.appledaily.com.tw/charity/projdetail/proj/A2920"
"A2921","已結案","2012/12/14","2012/11/13",509716,836,"美國隊長",2,947,"病妻顧癌夫 憂撐不下去","http://www.appledaily.com.tw/appledaily/article/headline/20121113/34637636","http://search.appledaily.com.tw/charity/projdetail/proj/A2921"
"A2922","已結案","2012/12/18","2012/11/14",480339,755,"鋼鐵人",1,875,"骨折嬤 咬牙端盤養癱兒","http://www.appledaily.com.tw/appledaily/article/headline/20121114/34639654","http://search.appledaily.com.tw/charity/projdetail/proj/A2922"
"A2923","已結案","2012/12/22","2012/11/15",787823,1029,"美國隊長",2,833,"小姊妹拾荒 顧罕病盲母","http://www.appledaily.com.tw/appledaily/article/headline/20121115/34642444","http://search.appledaily.com.tw/charity/projdetail/proj/A2923"
"A2924","已結案","2012/12/25","2012/11/16",434767,678,"暴風女",1,869,"壯男突癱失智 不識妻兒","http://www.appledaily.com.tw/appledaily/article/headline/20121116/34643994","http://search.appledaily.com.tw/charity/projdetail/proj/A2924"
"A2925","已結案","2012/12/21","2012/11/18",502668,694,"蜘蛛人",1,938,"病婦無藥治 嘆「像死刑」","http://www.appledaily.com.tw/appledaily/article/headline/20121118/34648738","http://search.appledaily.com.tw/charity/projdetail/proj/A2925"
"A2926","已結案","2012/12/21","2012/11/19",610630,864,"鋼鐵人",1,902,"洗腎盲父 喚憨女助換藥","http://www.appledaily.com.tw/appledaily/article/headline/20121119/34649771","http://search.appledaily.com.tw/charity/projdetail/proj/A2926"
"A2927","已結案","2012/12/25","2012/11/20",674692,900,"美國隊長",1,837,"顧癱夫癌兒 嬤：淚流乾了","http://www.appledaily.com.tw/appledaily/article/headline/20121120/34651640","http://search.appledaily.com.tw/charity/projdetail/proj/A2927"
"A2928","已結案","2012/12/24","2012/11/21",535756,756,"鋼鐵人",2,904,"救癌母 兒哭求神明折壽","http://www.appledaily.com.tw/appledaily/article/headline/20121121/34654273","http://search.appledaily.com.tw/charity/projdetail/proj/A2928"
"A2929","已結案","2012/12/27","2012/11/22",494959,751,"美國隊長",1,976,"嬤拾荒扛家 顧殘兒幼孫","http://www.appledaily.com.tw/appledaily/article/headline/20121122/34656592","http://search.appledaily.com.tw/charity/projdetail/proj/A2929"
"A2930","已結案","2012/12/27","2012/11/23",729237,921,"黑寡婦",1,925,"尿袋藏背包 癌母苦掙錢","http://www.appledaily.com.tw/appledaily/article/headline/20121123/34658917","http://search.appledaily.com.tw/charity/projdetail/proj/A2930"
"A2931","已結案","2012/12/28","2012/11/25",505626,730,"暴風女",2,923,"單親爸臥病 4子女無依","http://www.appledaily.com.tw/appledaily/article/headline/20121125/34663435","http://search.appledaily.com.tw/charity/projdetail/proj/A2931"
"A2932","已結案","2012/12/28","2012/11/26",554718,741,"黑寡婦",1,865,"打工養家 孝子摔車截肢","http://www.appledaily.com.tw/appledaily/article/headline/20121126/34664514","http://search.appledaily.com.tw/charity/projdetail/proj/A2932"
"A2933","已結案","2013/01/03","2012/11/27",540964,794,"暴風女",2,914,"父撞跛 12歲女顧重病母","http://www.appledaily.com.tw/appledaily/article/headline/20121127/34666375","http://search.appledaily.com.tw/charity/projdetail/proj/A2933"
"A2934","已結案","2013/01/03","2012/11/28",593150,770,"鋼鐵人",2,798,"大伯罹癌 高二男扛家","http://www.appledaily.com.tw/appledaily/article/headline/20121128/34668803","http://search.appledaily.com.tw/charity/projdetail/proj/A2934"
"A2935","已結案","2013/01/04","2012/11/29",666667,891,"暴風女",2,944,"婦罹罕病 難顧3稚子","http://www.appledaily.com.tw/appledaily/article/headline/20121129/34671768","http://search.appledaily.com.tw/charity/projdetail/proj/A2935"
"A2936","已結案","2013/01/04","2012/12/02",486928,724,"美國隊長",1,941,"男顧罹癌雙親 「全亂了」","http://www.appledaily.com.tw/appledaily/article/headline/20121202/34678606","http://search.appledaily.com.tw/charity/projdetail/proj/A2936"
"A2937","已結案","2013/01/04","2012/11/30",500155,748,"黑寡婦",1,899,"顧跛兄盲父 扛家男突癱","http://www.appledaily.com.tw/appledaily/article/headline/20121130/34673528","http://search.appledaily.com.tw/charity/projdetail/proj/A2937"
"A2938","已結案","2013/01/05","2012/12/03",801906,1022,"蜘蛛人",2,897,"7旬嬤撿柴 顧癌兒幼孫","http://www.appledaily.com.tw/appledaily/article/headline/20121203/34679635","http://search.appledaily.com.tw/charity/projdetail/proj/A2938"
"A2939","已結案","2013/01/14","2012/12/04",557490,756,"暴風女",2,953,"顧癱夫愁家計 婦夜夜失眠","http://www.appledaily.com.tw/appledaily/article/headline/20121204/34682061","http://search.appledaily.com.tw/charity/projdetail/proj/A2939"
"A2940","已結案","2013/01/14","2012/12/05",608026,822,"美國隊長",2,836,"壯男罹癌 憾一家緣分短","http://www.appledaily.com.tw/appledaily/article/headline/20121205/34683793","http://search.appledaily.com.tw/charity/projdetail/proj/A2940"
"A2941","已結案","2013/01/14","2012/12/06",499992,771,"鋼鐵人",3,788,"敗血截雙腿 重殘男愁藥費","http://www.appledaily.com.tw/appledaily/article/headline/20121206/34686658","http://search.appledaily.com.tw/charity/projdetail/proj/A2941"
"A2942","已結案","2013/01/14","2012/12/07",644523,886,"黑寡婦",2,851,"嬤種菜養魚 代病兒養孫","http://www.appledaily.com.tw/appledaily/article/headline/20121207/34690336","http://search.appledaily.com.tw/charity/projdetail/proj/A2942"
"A2943","已結案","2013/01/14","2012/12/11",729250,887,"暴風女",2,813,"單親爸撞癱 愁無復健費","http://www.appledaily.com.tw/appledaily/article/headline/20121211/34697375","http://search.appledaily.com.tw/charity/projdetail/proj/A2943"
"A2944","已結案","2013/01/14","2012/12/12",629510,800,"蜘蛛人",2,784,"肝硬化又罹癌 男難撐家","http://www.appledaily.com.tw/appledaily/article/headline/20121212/34698964","http://search.appledaily.com.tw/charity/projdetail/proj/A2944"
"A2945","已結案","2013/01/18","2012/12/13",777316,865,"美國隊長",2,909,"單親媽抗癌魔 苦養3子","http://www.appledaily.com.tw/appledaily/article/headline/20121213/34702333","http://search.appledaily.com.tw/charity/projdetail/proj/A2945"
"A2946","已結案","2013/01/18","2012/12/14",587253,783,"暴風女",1,822,"洗腎女撐家計 車禍斷炊","http://www.appledaily.com.tw/appledaily/article/headline/20121214/34703808","http://search.appledaily.com.tw/charity/projdetail/proj/A2946"
"A2947","已結案","2013/01/18","2012/12/16",657019,833,"美國隊長",2,801,"癌婦養3代 「沒人能幫我」","http://www.appledaily.com.tw/appledaily/article/headline/20121216/34708792","http://search.appledaily.com.tw/charity/projdetail/proj/A2947"
"A2948","已結案","2013/01/18","2012/12/17",574052,774,"黑寡婦",1,729,"婦上山打雜 養殘夫稚子","http://www.appledaily.com.tw/appledaily/article/headline/20121217/34709539","http://search.appledaily.com.tw/charity/projdetail/proj/A2948"
"A2949","已結案","2013/01/21","2012/12/18",697234,843,"黑寡婦",2,834,"寡母病 愁2憨子難謀生","http://www.appledaily.com.tw/appledaily/article/headline/20121218/34711874","http://search.appledaily.com.tw/charity/projdetail/proj/A2949"
"A2950","已結案","2013/01/21","2012/12/19",883411,983,"蜘蛛人",1,856,"少年顧癌母 「怕她不醒」","http://www.appledaily.com.tw/appledaily/article/headline/20121219/34713628","http://search.appledaily.com.tw/charity/projdetail/proj/A2950"
"A2951","已結案","2013/01/25","2012/12/20",524790,735,"暴風女",1,947,"單親爸撞傷腦 怕拖垮家","http://www.appledaily.com.tw/appledaily/article/headline/20121220/34716446","http://search.appledaily.com.tw/charity/projdetail/proj/A2951"
"A2952","已結案","2013/01/26","2012/12/21",555066,748,"鋼鐵人",1,861,"男罹2癌 「我還是要拼」","http://www.appledaily.com.tw/appledaily/article/headline/20121221/34719054","http://search.appledaily.com.tw/charity/projdetail/proj/A2952"
"A2953","已結案","2013/01/26","2012/12/23",465649,644,"黑寡婦",1,886,"夫盼2年才有工 竟罹癌","http://www.appledaily.com.tw/appledaily/article/headline/20121223/34723452","http://search.appledaily.com.tw/charity/projdetail/proj/A2953"
"A2954","已結案","2013/01/27","2012/12/24",550352,782,"鋼鐵人",2,828,"夫癱妻癌 「這冬天難熬」","http://www.appledaily.com.tw/appledaily/article/headline/20121224/34724725","http://search.appledaily.com.tw/charity/projdetail/proj/A2954"
"A2955","已結案","2013/01/26","2012/12/25",591988,845,"黑寡婦",2,833,"老農摔重傷 淚憂2幼女","http://www.appledaily.com.tw/appledaily/article/headline/20121225/34726060","http://search.appledaily.com.tw/charity/projdetail/proj/A2955"
"A2956","已結案","2013/01/29","2012/12/26",624048,811,"暴風女",2,845,"父爺重病 小兄弟求神助","http://www.appledaily.com.tw/appledaily/article/headline/20121226/34728469","http://search.appledaily.com.tw/charity/projdetail/proj/A2956"
"A2957","已結案","2013/01/31","2012/12/27",574304,812,"鋼鐵人",2,832,"夫癱兒憨 婦拾荒苦撐家","http://www.appledaily.com.tw/appledaily/article/headline/20121227/34730620","http://search.appledaily.com.tw/charity/projdetail/proj/A2957"
"A2958","已結案","2013/01/31","2012/12/28",435088,672,"暴風女",1,823,"婦忍臂傷 顧4度中風父","http://www.appledaily.com.tw/appledaily/article/headline/20121228/34733345","http://search.appledaily.com.tw/charity/projdetail/proj/A2958"
"A2959","已結案","2013/02/18","2013/01/06",1109817,1176,"美國隊長",2,933,"母逝 3孤女來不及道別","http://www.appledaily.com.tw/appledaily/article/headline/20130106/34752085","http://search.appledaily.com.tw/charity/projdetail/proj/A2959"
"A2960","已結案","2013/02/08","2012/12/31",483643,724,"鋼鐵人",1,888,"老父癱床 愁6歲女未來","http://www.appledaily.com.tw/appledaily/article/headline/20121231/34739290","http://search.appledaily.com.tw/charity/projdetail/proj/A2960"
"A2961","已結案","2013/02/18","2013/01/01",508870,764,"美國隊長",1,857,"癌父摔癱 放不下過動兒","http://www.appledaily.com.tw/appledaily/article/headline/20130101/34741342","http://search.appledaily.com.tw/charity/projdetail/proj/A2961"
"A2962","已結案","2013/02/18","2013/01/02",639434,861,"蜘蛛人",2,937,"孝子工讀顧癱父扛家計","http://www.appledaily.com.tw/appledaily/article/headline/20130102/34742402","http://search.appledaily.com.tw/charity/projdetail/proj/A2962"
"A2963","已結案","2013/02/18","2013/01/03",783163,913,"美國隊長",2,874,"中風跛翁 拾荒顧癱妻","http://www.appledaily.com.tw/appledaily/article/headline/20130103/34745101","http://search.appledaily.com.tw/charity/projdetail/proj/A2963"
"A2964","已結案","2013/02/18","2013/01/04",868399,986,"黑寡婦",2,917,"稚子吃苦 單親癌母心痛","http://www.appledaily.com.tw/appledaily/article/headline/20130104/34747438","http://search.appledaily.com.tw/charity/projdetail/proj/A2964"
"A2965","已結案","2013/02/01","2012/12/30",491704,670,"鋼鐵人",2,879,"妻顧癌夫 「像掉下地獄」","http://www.appledaily.com.tw/appledaily/article/headline/20121230/34737818","http://search.appledaily.com.tw/charity/projdetail/proj/A2965"
"A2966","已結案","2013/02/22","2013/01/07",521321,751,"暴風女",1,893,"「被癌佔領」 男禱告求生","http://www.appledaily.com.tw/appledaily/article/headline/20130107/34753003","http://search.appledaily.com.tw/charity/projdetail/proj/A2966"
"A2967","已結案","2013/02/22","2013/01/08",563892,814,"鋼鐵人",1,955,"撐家漢腿癱 4口陷難關","http://www.appledaily.com.tw/appledaily/article/headline/20130108/34754976","http://search.appledaily.com.tw/charity/projdetail/proj/A2967"
"A2968","已結案","2013/02/22","2013/01/09",637528,904,"美國隊長",1,904,"癌兄殘妹相依 嘆悲哀","http://www.appledaily.com.tw/appledaily/article/headline/20130109/34756974","http://search.appledaily.com.tw/charity/projdetail/proj/A2968"
"A2970","已結案","2013/02/23","2013/01/10",560017,826,"黑寡婦",2,912,"幼女拉癌父 「爸快回家」","http://www.appledaily.com.tw/appledaily/article/headline/20130110/34760218","http://search.appledaily.com.tw/charity/projdetail/proj/A2970"
"A2971","已結案","2013/02/23","2013/01/11",764133,898,"暴風女",2,842,"女全身遭火紋 母愁醫費","http://www.appledaily.com.tw/appledaily/article/headline/20130111/34762572","http://search.appledaily.com.tw/charity/projdetail/proj/A2971"
"A2972","已結案","2013/02/23","2013/01/13",688551,966,"蜘蛛人",2,843,"小姊弟撿回收 顧脊損父","http://www.appledaily.com.tw/appledaily/article/headline/20130113/34766406","http://search.appledaily.com.tw/charity/projdetail/proj/A2972"
"A2973","已結案","2013/03/01","2013/01/14",792688,1027,"美國隊長",1,876,"母突癱 盲兒「像再瞎一次」","http://www.appledaily.com.tw/appledaily/article/headline/20130114/34769241","http://search.appledaily.com.tw/charity/projdetail/proj/A2973"
"A2974","已結案","2013/03/01","2013/01/15",707942,989,"黑寡婦",2,802,"寡母養3子 「不知怎麼辦」","http://www.appledaily.com.tw/appledaily/article/headline/20130115/34770577","http://search.appledaily.com.tw/charity/projdetail/proj/A2974"
"A2975","已結案","2013/03/01","2013/01/16",743059,921,"鋼鐵人",1,862,"單親爸中風 兒：像天垮了","http://www.appledaily.com.tw/appledaily/article/headline/20130116/34771812","http://search.appledaily.com.tw/charity/projdetail/proj/A2975"
"A2976","已結案","2013/03/01","2013/01/17",1071761,1195,"美國隊長",2,937,"單親癌媽化療 醫院餵嬰","http://www.appledaily.com.tw/appledaily/article/headline/20130117/34774627","http://search.appledaily.com.tw/charity/projdetail/proj/A2976"
"A2977","已結案","2013/03/01","2013/01/18",529895,780,"暴風女",1,854,"婦罹罕病 「誰顧精障子女」","http://www.appledaily.com.tw/appledaily/article/headline/20130118/34777337","http://search.appledaily.com.tw/charity/projdetail/proj/A2977"
"A2978","已結案","2013/03/01","2013/01/20",706585,942,"黑寡婦",1,916,"單親媽抗癌 愁2女無依","http://www.appledaily.com.tw/appledaily/article/headline/20130120/34781643","http://search.appledaily.com.tw/charity/projdetail/proj/A2978"
"A2979","已結案","2013/03/07","2013/01/21",629021,910,"美國隊長",1,859,"妻臨盆 癌男難撐5口家","http://www.appledaily.com.tw/appledaily/article/headline/20130121/34783570","http://search.appledaily.com.tw/charity/projdetail/proj/A2979"
"A2980","已結案","2013/03/07","2013/01/22",617044,833,"鋼鐵人",1,909,"雙生子苦讀護理 顧癌母","http://www.appledaily.com.tw/appledaily/article/headline/20130122/34785034","http://search.appledaily.com.tw/charity/projdetail/proj/A2980"
"A2981","已結案","2013/03/07","2013/01/23",556121,799,"鋼鐵人",2,845,"癌兒苦 9旬父盼折壽救命","http://www.appledaily.com.tw/appledaily/article/headline/20130123/34789052","http://search.appledaily.com.tw/charity/projdetail/proj/A2981"
"A2982","已結案","2013/03/07","2013/01/24",694659,967,"黑寡婦",2,870,"童種菜 「幫爸省錢求醫」","http://www.appledaily.com.tw/appledaily/article/headline/20130124/34790549","http://search.appledaily.com.tw/charity/projdetail/proj/A2982"
"A2983","已結案","2013/03/07","2013/01/25",559095,767,"美國隊長",1,840,"孕婦罹癌 緊急催生產女","http://www.appledaily.com.tw/appledaily/article/headline/20130125/34793633","http://search.appledaily.com.tw/charity/projdetail/proj/A2983"
"A2984","已結案","2013/03/07","2013/01/27",543676,811,"暴風女",2,897,"男車禍賠償一無所有 又罹病拖累1家5口","http://www.appledaily.com.tw/appledaily/article/headline/20130127/34797329","http://search.appledaily.com.tw/charity/projdetail/proj/A2984"
"A2985","已結案","2013/03/16","2013/01/29",688755,935,"暴風女",2,927,"精障癌母 愁聽障女未來","http://www.appledaily.com.tw/appledaily/article/headline/20130129/34799924","http://search.appledaily.com.tw/charity/projdetail/proj/A2985"
"A2986","已結案","2013/03/16","2013/01/30",779063,1022,"黑寡婦",2,872,"夫罹癌 清潔婦泣難撐家","http://www.appledaily.com.tw/appledaily/article/headline/20130130/34801933","http://search.appledaily.com.tw/charity/projdetail/proj/A2986"
"A2987","已結案","2013/03/16","2013/01/31",857093,974,"暴風女",2,883,"男撫罕病兄 「顧一輩子」","http://www.appledaily.com.tw/appledaily/article/headline/20130131/34804447","http://search.appledaily.com.tw/charity/projdetail/proj/A2987"
"A2988","已結案","2013/03/16","2013/02/01",580232,870,"美國隊長",2,904,"男腹脹如孕 等換肝保命","http://www.appledaily.com.tw/appledaily/article/headline/20130201/34807341","http://search.appledaily.com.tw/charity/projdetail/proj/A2988"
"A2989","已結案","2013/03/16","2013/02/03",505952,778,"黑寡婦",2,842,"子遲緩男友癱 撐不下去","http://www.appledaily.com.tw/appledaily/article/headline/20130203/34811105","http://search.appledaily.com.tw/charity/projdetail/proj/A2989"
"A2990","已結案","2013/03/16","2013/02/04",846530,1011,"鋼鐵人",2,816,"癌父切喉 叫不出稚兒名","http://www.appledaily.com.tw/appledaily/article/headline/20130204/34812439","http://search.appledaily.com.tw/charity/projdetail/proj/A2990"
"A2991","已結案","2013/03/20","2013/02/05",737101,983,"鋼鐵人",1,921,"瘖啞家庭苦 無奈爸罹癌","http://www.appledaily.com.tw/appledaily/article/headline/20130205/34815115","http://search.appledaily.com.tw/charity/projdetail/proj/A2991"
"A2992","已結案","2013/03/21","2013/02/06",569845,822,"美國隊長",2,834,"妻突癱 夫泣「家不像家」","http://www.appledaily.com.tw/appledaily/article/headline/20130206/34816787","http://search.appledaily.com.tw/charity/projdetail/proj/A2992"
"A2993","已結案","2013/03/22","2013/02/07",676272,937,"暴風女",2,883,"夫突逝 病婦嘆「像天塌」","http://www.appledaily.com.tw/appledaily/article/headline/20130207/34820340","http://search.appledaily.com.tw/charity/projdetail/proj/A2993"
"A2994","已結案","2013/03/22","2013/02/18",828231,1105,"黑寡婦",2,913,"癌兒中風 病嬤打工撐家","http://www.appledaily.com.tw/appledaily/article/headline/20130218/34834854","http://search.appledaily.com.tw/charity/projdetail/proj/A2994"
"A2995","已結案","2013/03/22","2013/02/19",594757,845,"鋼鐵人",1,913,"兒盼成年 「想捐肝救父」","http://www.appledaily.com.tw/appledaily/article/headline/20130219/34837377","http://search.appledaily.com.tw/charity/projdetail/proj/A2995"
"A2996","已結案","2013/04/02","2013/02/20",796270,1013,"美國隊長",1,881,"單親媽半夜打工 養癌兒","http://www.appledaily.com.tw/appledaily/article/headline/20130220/34839112","http://search.appledaily.com.tw/charity/projdetail/proj/A2996"
"A2997","已結案","2013/03/21","2013/02/17",812380,1101,"暴風女",2,842,"13歲兒：有喝水不會餓","http://www.appledaily.com.tw/appledaily/article/headline/20130217/34833660","http://search.appledaily.com.tw/charity/projdetail/proj/A2997"
"A2998","已結案","2013/03/28","2013/02/21",571753,877,"黑寡婦",2,907,"父中風臥床 稚女難眠","http://www.appledaily.com.tw/appledaily/article/headline/20130221/34841427","http://search.appledaily.com.tw/charity/projdetail/proj/A2998"
"A2999","已結案","2013/03/29","2013/02/22",1107493,1298,"暴風女",2,853,"單親媽漸癱 憂稚女無依","http://www.appledaily.com.tw/appledaily/article/headline/20130222/34843627","http://search.appledaily.com.tw/charity/projdetail/proj/A2999"
"A3000","已結案","2013/03/28","2013/02/24",624388,876,"美國隊長",2,919,"夫化療兒腦傷 婦苦撐家","http://www.appledaily.com.tw/appledaily/article/headline/20130224/34848467","http://search.appledaily.com.tw/charity/projdetail/proj/A3000"
"A3001","已結案","2013/03/28","2013/02/25",645850,930,"黑寡婦",2,803,"貧母洗腎 憂遲緩女未來","http://www.appledaily.com.tw/appledaily/article/headline/20130225/34850310","http://search.appledaily.com.tw/charity/projdetail/proj/A3001"
"A3002","已結案","2013/04/02","2013/02/26",781450,952,"鋼鐵人",1,868,"癌父打工養兒 拖垮病情","http://www.appledaily.com.tw/appledaily/article/headline/20130226/34851918","http://search.appledaily.com.tw/charity/projdetail/proj/A3002"
"A3003","已結案","2013/04/09","2013/02/27",521952,779,"鋼鐵人",2,910,"國二兒唱歌 盼癌母甦醒","http://www.appledaily.com.tw/appledaily/article/headline/20130227/34854064","http://search.appledaily.com.tw/charity/projdetail/proj/A3003"
"A3004","已結案","2013/04/02","2013/02/28",540985,834,"暴風女",2,861,"殘夫罹癌 盲妻難扛生計","http://www.appledaily.com.tw/appledaily/article/headline/20130228/34856560","http://search.appledaily.com.tw/charity/projdetail/proj/A3004"
"A3005","已結案","2013/04/03","2013/03/01",612319,898,"黑寡婦",2,853,"兒病倒 嬤：拿什麼養2孫","http://www.appledaily.com.tw/appledaily/article/headline/20130301/34858342","http://search.appledaily.com.tw/charity/projdetail/proj/A3005"
"A3006","已結案","2013/04/04","2013/03/03",733196,975,"美國隊長",2,912,"癌妻憂 「剩夫1人 難養7口」","http://www.appledaily.com.tw/appledaily/article/headline/20130303/34862347","http://search.appledaily.com.tw/charity/projdetail/proj/A3006"
"A3007","已結案","2013/04/05","2013/03/04",803431,915,"鋼鐵人",2,940,"癌兒憂拖垮家 「別醫了」","http://www.appledaily.com.tw/appledaily/article/headline/20130304/34863716","http://search.appledaily.com.tw/charity/projdetail/proj/A3007"
"A3008","已結案","2013/04/08","2013/03/05",654803,910,"暴風女",1,807,"妻女相繼罹癌 夫不棄","http://www.appledaily.com.tw/appledaily/article/headline/20130305/34867247","http://search.appledaily.com.tw/charity/projdetail/proj/A3008"
"A3009","已結案","2013/04/12","2013/03/06",575166,807,"暴風女",2,864,"男癱母斷手 「想快做工」","http://www.appledaily.com.tw/appledaily/article/headline/20130306/34868148","http://search.appledaily.com.tw/charity/projdetail/proj/A3009"
"A3010","已結案","2013/04/12","2013/03/07",781502,1005,"鋼鐵人",2,790,"女重病母洗腎 癌男苦撐","http://www.appledaily.com.tw/appledaily/article/headline/20130307/34870415","http://search.appledaily.com.tw/charity/projdetail/proj/A3010"
"A3011","已結案","2013/04/12","2013/03/08",505537,792,"黑寡婦",2,892,"屋毀沒錢修 5口家無依","http://www.appledaily.com.tw/appledaily/article/headline/20130308/34873618","http://search.appledaily.com.tw/charity/projdetail/proj/A3011"
"A3012","已結案","2013/04/12","2013/03/10",623075,898,"美國隊長",2,926,"送癌父化療 孝子車禍憨傻","http://www.appledaily.com.tw/appledaily/article/headline/20130310/34877692","http://search.appledaily.com.tw/charity/projdetail/proj/A3012"
"A3013","已結案","2013/04/12","2013/03/11",841069,1164,"黑寡婦",2,895,"一家3憨傻 高三女扛家","http://www.appledaily.com.tw/appledaily/article/headline/20130311/34878619","http://search.appledaily.com.tw/charity/projdetail/proj/A3013"
"A3014","已結案","2013/04/15","2013/03/12",518824,820,"美國隊長",2,896,"跨海抗癌 漁工3口無依","http://www.appledaily.com.tw/appledaily/article/headline/20130312/34880566","http://search.appledaily.com.tw/charity/projdetail/proj/A3014"
"A3015","已結案","2013/04/19","2013/03/13",587091,929,"蜘蛛人",2,876,"撐家嬤罹癌 拾野菜養孫","http://www.appledaily.com.tw/appledaily/article/headline/20130313/34883401","http://search.appledaily.com.tw/charity/projdetail/proj/A3015"
"A3016","已結案","2013/04/19","2013/03/14",451079,773,"美國隊長",1,907,"夫罹癌 視茫婦苦撐家","http://www.appledaily.com.tw/appledaily/article/headline/20130314/34885189","http://search.appledaily.com.tw/charity/projdetail/proj/A3016"
"A3017","已結案","2013/04/19","2013/03/15",518250,803,"鋼鐵人",2,809,"重病單親媽 忍痛苦育女","http://www.appledaily.com.tw/appledaily/article/headline/20130315/34887420","http://search.appledaily.com.tw/charity/projdetail/proj/A3017"
"A3018","已結案","2013/04/20","2013/03/17",590384,883,"黑寡婦",2,874,"高三女喪父 代工養3口","http://www.appledaily.com.tw/appledaily/article/headline/20130317/34892447","http://search.appledaily.com.tw/charity/projdetail/proj/A3018"
"A3019","已結案","2013/04/22","2013/03/18",479070,789,"蜘蛛人",2,885,"母病弟殘舅癱 男無力撐","http://www.appledaily.com.tw/appledaily/article/headline/20130318/34893915","http://search.appledaily.com.tw/charity/projdetail/proj/A3019"
"A3020","已結案","2013/04/22","2013/03/19",472433,758,"暴風女",1,936,"男罹癌 3子女搶捐肝","http://www.appledaily.com.tw/appledaily/article/headline/20130319/34896447","http://search.appledaily.com.tw/charity/projdetail/proj/A3020"
"A3021","已結案","2013/04/26","2013/03/20",583988,830,"鋼鐵人",2,861,"癌弟顧癱兄 不敵病魔亡","http://www.appledaily.com.tw/appledaily/article/headline/20130320/34897447","http://search.appledaily.com.tw/charity/projdetail/proj/A3021"
"A3022","已結案","2013/04/30","2013/03/21",391436,676,"黑寡婦",1,888,"牆塌壓身 獨眼男半癱","http://www.appledaily.com.tw/appledaily/article/headline/20130321/34899977","http://search.appledaily.com.tw/charity/projdetail/proj/A3022"
"A3023","已結案","2013/04/30","2013/03/22",474884,751,"暴風女",2,787,"癌男淚崩 「想賺錢養家」","http://www.appledaily.com.tw/appledaily/article/headline/20130322/34902399","http://search.appledaily.com.tw/charity/projdetail/proj/A3023"
"A3024","已結案","2013/04/30","2013/03/24",497207,756,"美國隊長",2,856,"夫腦傷昏迷 妻苦養5口","http://www.appledaily.com.tw/appledaily/article/headline/20130324/34906896","http://search.appledaily.com.tw/charity/projdetail/proj/A3024"
"A3025","已結案","2013/04/30","2013/03/25",500108,771,"蜘蛛人",2,859,"撐家爸摔斷腿 「怕成累贅」","http://www.appledaily.com.tw/appledaily/article/headline/20130325/34908997","http://search.appledaily.com.tw/charity/projdetail/proj/A3025"
"A3026","已結案","2013/04/30","2013/03/26",465143,743,"美國隊長",2,792,"妻喚癱夫「不要睡太久」","http://www.appledaily.com.tw/appledaily/article/headline/20130326/34910671","http://search.appledaily.com.tw/charity/projdetail/proj/A3026"
"A3027","已結案","2013/05/03","2013/03/27",573574,808,"鋼鐵人",1,807,"夫罹癌截肢 殘障妻無助","http://www.appledaily.com.tw/appledaily/article/headline/20130327/34912855","http://search.appledaily.com.tw/charity/projdetail/proj/A3027"
"A3028","已結案","2013/05/03","2013/03/28",438454,652,"美國隊長",2,863,"切肺男哀嘆 氧氣罩配飯","http://www.appledaily.com.tw/appledaily/article/headline/20130328/34915470","http://search.appledaily.com.tw/charity/projdetail/proj/A3028"
"A3029","已結案","2013/05/03","2013/03/29",588596,822,"鋼鐵人",1,790,"少年揹顧癱爸 不喊苦","http://www.appledaily.com.tw/appledaily/article/headline/20130329/34918745","http://search.appledaily.com.tw/charity/projdetail/proj/A3029"
"A3030","已結案","2013/05/07","2013/04/01",570616,790,"黑寡婦",1,928,"舌癌男撐家 重病仍上工","http://www.appledaily.com.tw/appledaily/article/headline/20130401/34923213","http://search.appledaily.com.tw/charity/projdetail/proj/A3030"
"A3031","已結案","2013/05/07","2013/04/02",577494,772,"暴風女",2,863,"40公斤婦抱癱夫復健","http://www.appledaily.com.tw/appledaily/article/headline/20130402/34926992","http://search.appledaily.com.tw/charity/projdetail/proj/A3031"
"A3032","已結案","2013/05/07","2013/04/03",602177,807,"蜘蛛人",1,939,"孝子摔癱 愧疚拖累全家","http://www.appledaily.com.tw/appledaily/article/headline/20130403/34927298","http://search.appledaily.com.tw/charity/projdetail/proj/A3032"
"A3033","已結案","2013/05/13","2013/04/04",466978,726,"暴風女",2,826,"少女癱臥病床 「想回家」","http://www.appledaily.com.tw/appledaily/article/headline/20130404/34930168","http://search.appledaily.com.tw/charity/projdetail/proj/A3033"
"A3034","已結案","2013/05/13","2013/04/05",554071,778,"黑寡婦",2,886,"婦顧癱夫 「累孩子受苦」","http://www.appledaily.com.tw/appledaily/article/headline/20130405/34932094","http://search.appledaily.com.tw/charity/projdetail/proj/A3034"
"A3035","已結案","2013/06/07","2013/04/07",592059,816,"蜘蛛人",2,876,"扛家兒驟逝 留癌母憨弟","http://www.appledaily.com.tw/appledaily/article/headline/20130407/34935475","http://search.appledaily.com.tw/charity/projdetail/proj/A3035"
